YEAR,STATE,RATE,DEATHS,URL
2022,AZ,148.5,14593,/nchs/pressroom/states/arizona/az.htm
2022,AR,224.1,8664,/nchs/pressroom/states/arkansas/ar.htm
2022,CA,142.4,66340,/nchs/pressroom/states/california/ca.htm
2022,CO,131.4,8389,/nchs/pressroom/states/colorado/co.htm
2022,CT,137.8,6899,/nchs/pressroom/states/connecticut/ct.htm
2022,DE,156.8,2220,/nchs/pressroom/states/delaware/de.htm
2022,District of Columbia,182.6,1239,/nchs/pressroom/states/DC/DC1.htm
2022,FL,140.9,49877,/nchs/pressroom/states/florida/fl.htm
2022,GA,183.9,21728,/nchs/pressroom/states/georgia/ga.htm
2022,HI,128.4,2862,/nchs/pressroom/states/hawaii/hi.htm
2022,ID,156.3,3491,/nchs/pressroom/states/idaho/id.htm
2022,IL,166.6,26781,/nchs/pressroom/states/illinois/il.htm
2022,IN,185,15385,/nchs/pressroom/states/indiana/in.htm
2022,IA,176.8,7786,/nchs/pressroom/states/iowa/ia.htm
2022,KS,173.2,6440,/nchs/pressroom/states/kansas/ks.htm
2022,KY,208.6,11654,/nchs/pressroom/states/kentucky/ky.htm
2022,LA,224,12284,/nchs/pressroom/states/louisiana/la.htm
2022,ME,167.1,3592,/nchs/pressroom/states/maine/me.htm
2022,MD,155.8,12086,/nchs/pressroom/states/maryland/md.htm
2022,MA,132.3,12427,/nchs/pressroom/states/massachusetts/ma.htm
2022,MI,206.3,27266,/nchs/pressroom/states/michigan/mi.htm
2022,MN,124.1,9175,/nchs/pressroom/states/minnesota/mn.htm
2022,MS,248,8858,/nchs/pressroom/states/mississippi/ms.htm
2022,MO,199.8,16143,/nchs/pressroom/states/missouri/mo.htm
2022,MT,165.9,2539,/nchs/pressroom/states/montana/mt.htm
2022,NE,154.3,3804,/nchs/pressroom/states/nebraska/ne.htm
2022,NV,196.8,7337,/nchs/pressroom/states/nevada/nv.htm
2022,NH,147.5,2951,/nchs/pressroom/states/newhampshire/nh.htm
2022,NJ,152.8,18707,/nchs/pressroom/states/newjersey/nj.htm
2022,NM,156.8,4369,/nchs/pressroom/states/newmexico/nm.htm
2022,NY,159.2,43237,/nchs/pressroom/states/newyork/ny.htm
2022,NC,165.8,21763,/nchs/pressroom/states/northcarolina/nc.htm
2022,ND,155,1538,/nchs/pressroom/states/northdakota/nd.htm
2022,OH,193.9,30041,/nchs/pressroom/states/ohio/oh.htm
2022,OK,257.1,12268,/nchs/pressroom/states/oklahoma/ok.htm
2022,OR,145.4,8152,/nchs/pressroom/states/oregon/or.htm
2022,PA,173.4,32522,/nchs/pressroom/states/pennsylvania/pa.htm
2022,RI,152.6,2369,/nchs/pressroom/states/rhodeisland/ri.htm
2022,SC,177.7,12038,/nchs/pressroom/states/southcarolina/sc.htm
2022,SD,158.2,1850,/nchs/pressroom/states/southdakota/sd.htm
2022,TN,218.3,18727,/nchs/pressroom/states/tennessee/tn.htm
2022,TX,172.3,50672,/nchs/pressroom/states/texas/tx.htm
2022,UT,159.4,4460,/nchs/pressroom/states/utah/ut.htm
2022,VT,165.1,1589,/nchs/pressroom/states/vermont/vt.htm
2022,VA,159.2,16902,/nchs/pressroom/states/virginia/va.htm
2022,WA,142.7,13218,/nchs/pressroom/states/washington/wa.htm
2022,WV,209.5,5399,/nchs/pressroom/states/westvirginia/wv.htm
2022,WI,166.6,13128,/nchs/pressroom/states/wisconsin/wi.htm
2022,WY,157.1,1150,/nchs/pressroom/states/wyoming/wy.htm
2021,AL,247.5,15173,/nchs/pressroom/states/alabama/al.htm
2021,AK,154.7,1011,/nchs/pressroom/states/alaska/ak.htm
2021,AZ,158.3,14550,/nchs/pressroom/states/arizona/az.htm
2021,AR,231,8547,/nchs/pressroom/states/arkansas/ar.htm
2021,CA,147.8,65471,/nchs/pressroom/states/california/ca.htm
2021,CO,135.1,8081,/nchs/pressroom/states/colorado/co.htm
2021,CT,136.7,6731,/nchs/pressroom/states/connecticut/ct.htm
2021,DE,162.7,2183,/nchs/pressroom/states/delaware/de.htm
2021,FL,151.3,50100,/nchs/pressroom/states/florida/fl.htm
2021,GA,195.2,21931,/nchs/pressroom/states/georgia/ga.htm
2021,HI,126.5,2651,/nchs/pressroom/states/hawaii/hi.htm
2021,ID,166.4,3429,/nchs/pressroom/states/idaho/id.htm
2021,IL,169.8,26291,/nchs/pressroom/states/illinois/il.htm
2021,IN,191.2,15209,/nchs/pressroom/states/indiana/in.htm
2021,IA,184.9,7704,/nchs/pressroom/states/iowa/ia.htm
2021,KS,176.1,6315,/nchs/pressroom/states/kansas/ks.htm
2021,KY,217.5,11697,/nchs/pressroom/states/kentucky/ky.htm
2021,LA,235.5,12564,/nchs/pressroom/states/louisiana/la.htm
2021,ME,168.4,3357,/nchs/pressroom/states/maine/me.htm
2021,MD,165.2,12138,/nchs/pressroom/states/maryland/md.htm
2021,MA,134,11947,/nchs/pressroom/states/massachusetts/ma.htm
2021,MI,209.6,26664,/nchs/pressroom/states/michigan/mi.htm
2021,MN,123.9,8568,/nchs/pressroom/states/minnesota/mn.htm
2021,MS,255.2,8837,/nchs/pressroom/states/mississippi/ms.htm
2021,MO,202.4,15713,/nchs/pressroom/states/missouri/mo.htm
2021,MT,175.2,2536,/nchs/pressroom/states/montana/mt.htm
2021,NE,160.8,3776,/nchs/pressroom/states/nebraska/ne.htm
2021,NV,208.1,7352,/nchs/pressroom/states/nevada/nv.htm
2021,NH,154.1,2845,/nchs/pressroom/states/newhampshire/nh.htm
2021,NJ,157.5,18508,/nchs/pressroom/states/newjersey/nj.htm
2021,NM,156.5,4182,/nchs/pressroom/states/newmexico/nm.htm
2021,NY,162.3,42434,/nchs/pressroom/states/newyork/ny.htm
2021,NC,170.9,21302,/nchs/pressroom/states/northcarolina/nc.htm
2021,ND,152.8,1442,/nchs/pressroom/states/northdakota/nd.htm
2021,OH,204.7,30578,/nchs/pressroom/states/ohio/oh.htm
2021,OK,264.2,12158,/nchs/pressroom/states/oklahoma/ok.htm
2021,OR,148.5,7823,/nchs/pressroom/states/oregon/or.htm
2021,PA,180.6,32478,/nchs/pressroom/states/pennsylvania/pa.htm
2021,RI,158.7,2359,/nchs/pressroom/states/rhodeisland/ri.htm
2021,SC,189.1,12118,/nchs/pressroom/states/southcarolina/sc.htm
2021,SD,153,1695,/nchs/pressroom/states/southdakota/sd.htm
2021,TN,223.8,18468,/nchs/pressroom/states/tennessee/tn.htm
2021,TX,180.7,50584,/nchs/pressroom/states/texas/tx.htm
2021,UT,162.4,4275,/nchs/pressroom/states/utah/ut.htm
2021,VT,175.7,1585,/nchs/pressroom/states/vermont/vt.htm
2021,VA,167.2,16654,/nchs/pressroom/states/virginia/va.htm
2021,WA,147.7,12789,/nchs/pressroom/states/washington/wa.htm
2021,WV,223,5549,/nchs/pressroom/states/westvirginia/wv.htm
2021,WI,171.7,12791,/nchs/pressroom/states/wisconsin/wi.htm
2021,WY,159.4,1116,/nchs/pressroom/states/wyoming/wy.htm
2020,AL,237.5,14739,/nchs/pressroom/states/alabama/al.htm
2020,AK,139.8,915,/nchs/pressroom/states/alaska/ak.htm
2020,AZ,144.8,14196,/nchs/pressroom/states/arizona/az.htm
2020,AR,222.5,8621,/nchs/pressroom/states/arkansas/ar.htm
2020,CA,144,66538,/nchs/pressroom/states/california/ca.htm
2020,CO,128.1,8023,/nchs/pressroom/states/colorado/co.htm
2020,CT,138.4,7110,/nchs/pressroom/states/connecticut/ct.htm
2020,DE,159.6,2171,/nchs/pressroom/states/delaware/de.htm
2020,FL,143.1,49287,/nchs/pressroom/states/florida/fl.htm
2020,GA,183.7,21116,/nchs/pressroom/states/georgia/ga.htm
2020,HI,125,2623,/nchs/pressroom/states/hawaii/hi.htm
2020,ID,151.9,3191,/nchs/pressroom/states/idaho/id.htm
2020,IL,171.4,27460,/nchs/pressroom/states/illinois/il.htm
2020,IN,183.9,15169,/nchs/pressroom/states/indiana/in.htm
2020,IA,172.9,7499,/nchs/pressroom/states/iowa/ia.htm
2020,KS,167,6264,/nchs/pressroom/states/kansas/ks.htm
2020,KY,204.5,11345,/nchs/pressroom/states/kentucky/ky.htm
2020,LA,221.5,12255,/nchs/pressroom/states/louisiana/la.htm
2020,ME,146.2,3035,/nchs/pressroom/states/maine/me.htm
2020,MD,168.3,12624,/nchs/pressroom/states/maryland/md.htm
2020,MA,126.9,11781,/nchs/pressroom/states/massachusetts/ma.htm
2020,MI,205,27127,/nchs/pressroom/states/michigan/mi.htm
2020,MN,118.1,8562,/nchs/pressroom/states/minnesota/mn.htm
2020,MS,245.6,8809,/nchs/pressroom/states/mississippi/ms.htm
2020,MO,196.7,15934,/nchs/pressroom/states/missouri/mo.htm
2020,MT,162.7,2424,/nchs/pressroom/states/montana/mt.htm
2020,NE,143.8,3532,/nchs/pressroom/states/nebraska/ne.htm
2020,NV,201.3,7285,/nchs/pressroom/states/nevada/nv.htm
2020,NH,146.5,2814,/nchs/pressroom/states/newhampshire/nh.htm
2020,NJ,166.3,19744,/nchs/pressroom/states/newjersey/nj.htm
2020,NM,152.7,4219,/nchs/pressroom/states/newmexico/nm.htm
2020,NY,183.9,48546,/nchs/pressroom/states/newyork/ny.htm
2020,NC,156.2,20373,/nchs/pressroom/states/northcarolina/nc.htm
2020,ND,147.3,1449,/nchs/pressroom/states/northdakota/nd.htm
2020,OH,196.9,30547,/nchs/pressroom/states/ohio/oh.htm
2020,OK,244.1,11758,/nchs/pressroom/states/oklahoma/ok.htm
2020,OR,134,7371,/nchs/pressroom/states/oregon/or.htm
2020,PA,175.7,32936,/nchs/pressroom/states/pennsylvania/pa.htm
2020,RI,150.5,2319,/nchs/pressroom/states/rhodeisland/ri.htm
2020,SC,170.9,11385,/nchs/pressroom/states/southcarolina/sc.htm
2020,SD,155.2,1820,/nchs/pressroom/states/southdakota/sd.htm
2020,TN,212,17943,/nchs/pressroom/states/tennessee/tn.htm
2020,TX,173.9,50281,/nchs/pressroom/states/texas/tx.htm
2020,UT,155.6,4251,/nchs/pressroom/states/utah/ut.htm
2020,VT,167.1,1521,/nchs/pressroom/states/vermont/vt.htm
2020,VA,152,15678,/nchs/pressroom/states/virginia/va.htm
2020,WA,134.6,12084,/nchs/pressroom/states/washington/wa.htm
2020,WV,197.8,5123,/nchs/pressroom/states/westvirginia/wv.htm
2020,WI,162.2,12641,/nchs/pressroom/states/wisconsin/wi.htm
2020,WY,160.4,1174,/nchs/pressroom/states/wyoming/wy.htm
2019,AL,219.6,13448,/nchs/pressroom/states/alabama/al.htm
2019,AK,129.7,843,/nchs/pressroom/states/alaska/ak.htm
2019,AZ,134,12587,/nchs/pressroom/states/arizona/az.htm
2019,AR,226.5,8669,/nchs/pressroom/states/arkansas/ar.htm
2019,CA,136.9,62394,/nchs/pressroom/states/california/ca.htm
2019,CO,127.7,7762,/nchs/pressroom/states/colorado/co.htm
2019,CT,143.1,7354,/nchs/pressroom/states/connecticut/ct.htm
2019,DE,154.3,2053,/nchs/pressroom/states/delaware/de.htm
2019,FL,140.1,47144,/nchs/pressroom/states/florida/fl.htm
2019,GA,175.5,19543,/nchs/pressroom/states/georgia/ga.htm
2019,HI,120.3,2503,/nchs/pressroom/states/hawaii/hi.htm
2019,ID,150.7,3061,/nchs/pressroom/states/idaho/id.htm
2019,IL,162,25690,/nchs/pressroom/states/illinois/il.htm
2019,IN,178.8,14555,/nchs/pressroom/states/indiana/in.htm
2019,IA,172.9,7505,/nchs/pressroom/states/iowa/ia.htm
2019,KS,166,6140,/nchs/pressroom/states/kansas/ks.htm
2019,KY,196.4,10742,/nchs/pressroom/states/kentucky/ky.htm
2019,LA,207.8,11302,/nchs/pressroom/states/louisiana/la.htm
2019,ME,142.4,2940,/nchs/pressroom/states/maine/me.htm
2019,MD,159.3,11770,/nchs/pressroom/states/maryland/md.htm
2019,MA,127.2,11761,/nchs/pressroom/states/massachusetts/ma.htm
2019,MI,193.8,25547,/nchs/pressroom/states/michigan/mi.htm
2019,MN,116.7,8401,/nchs/pressroom/states/minnesota/mn.htm
2019,MS,226.7,7997,/nchs/pressroom/states/mississippi/ms.htm
2019,MO,187,15018,/nchs/pressroom/states/missouri/mo.htm
2019,MT,157.1,2290,/nchs/pressroom/states/montana/mt.htm
2019,NE,144.9,3540,/nchs/pressroom/states/nebraska/ne.htm
2019,NV,198.1,6864,/nchs/pressroom/states/nevada/nv.htm
2019,NH,143.4,2707,/nchs/pressroom/states/newhampshire/nh.htm
2019,NJ,158,18716,/nchs/pressroom/states/newjersey/nj.htm
2019,NM,158.2,4245,/nchs/pressroom/states/newmexico/nm.htm
2019,NY,166.6,43806,/nchs/pressroom/states/newyork/ny.htm
2019,NC,154.7,19617,/nchs/pressroom/states/northcarolina/nc.htm
2019,ND,147.7,1448,/nchs/pressroom/states/northdakota/nd.htm
2019,OH,188.8,29160,/nchs/pressroom/states/ohio/oh.htm
2019,OK,231.4,10960,/nchs/pressroom/states/oklahoma/ok.htm
2019,OR,131,7128,/nchs/pressroom/states/oregon/or.htm
2019,PA,172.9,32299,/nchs/pressroom/states/pennsylvania/pa.htm
2019,RI,159.3,2404,/nchs/pressroom/states/rhodeisland/ri.htm
2019,SC,164,10579,/nchs/pressroom/states/southcarolina/sc.htm
2019,SD,158.1,1840,/nchs/pressroom/states/southdakota/sd.htm
2019,TN,202.8,16814,/nchs/pressroom/states/tennessee/tn.htm
2019,TX,163.4,46139,/nchs/pressroom/states/texas/tx.htm
2019,UT,146.5,3882,/nchs/pressroom/states/utah/ut.htm
2019,VT,151.6,1368,/nchs/pressroom/states/vermont/vt.htm
2019,VA,149.1,15062,/nchs/pressroom/states/virginia/va.htm
2019,WA,134.8,11862,/nchs/pressroom/states/washington/wa.htm
2019,WV,197.4,5087,/nchs/pressroom/states/westvirginia/wv.htm
2019,WI,158.8,12241,/nchs/pressroom/states/wisconsin/wi.htm
2019,WY,150.4,1067,/nchs/pressroom/states/wyoming/wy.htm
2018,AL,224.7,13473,/nchs/pressroom/states/alabama/al.htm
2018,AK,129.7,815,/nchs/pressroom/states/alaska/ak.htm
2018,AZ,136.4,12455,/nchs/pressroom/states/arizona/az.htm
2018,AR,217.4,8171,/nchs/pressroom/states/arkansas/ar.htm
2018,CA,139.7,62547,/nchs/pressroom/states/california/ca.htm
2018,CO,124.3,7370,/nchs/pressroom/states/colorado/co.htm
2018,CT,142.1,7205,/nchs/pressroom/states/connecticut/ct.htm
2018,DE,159.1,2030,/nchs/pressroom/states/delaware/de.htm
2018,FL,143.1,47027,/nchs/pressroom/states/florida/fl.htm
2018,GA,175.8,18986,/nchs/pressroom/states/georgia/ga.htm
2018,HI,125.6,2570,/nchs/pressroom/states/hawaii/hi.htm
2018,ID,157.9,3122,/nchs/pressroom/states/idaho/id.htm
2018,IL,163.9,25755,/nchs/pressroom/states/illinois/il.htm
2018,IN,180.7,14532,/nchs/pressroom/states/indiana/in.htm
2018,IA,165.1,7185,/nchs/pressroom/states/iowa/ia.htm
2018,KS,158.9,5823,/nchs/pressroom/states/kansas/ks.htm
2018,KY,198.3,10697,/nchs/pressroom/states/kentucky/ky.htm
2018,LA,212.2,11340,/nchs/pressroom/states/louisiana/la.htm
2018,ME,147,2965,/nchs/pressroom/states/maine/me.htm
2018,MD,161.9,11683,/nchs/pressroom/states/maryland/md.htm
2018,MA,131.5,12036,/nchs/pressroom/states/massachusetts/ma.htm
2018,MI,195,25354,/nchs/pressroom/states/michigan/mi.htm
2018,MN,119,8408,/nchs/pressroom/states/minnesota/mn.htm
2018,MS,222.1,7758,/nchs/pressroom/states/mississippi/ms.htm
2018,MO,188.4,14893,/nchs/pressroom/states/missouri/mo.htm
2018,MT,163.2,2347,/nchs/pressroom/states/montana/mt.htm
2018,NE,145.7,3539,/nchs/pressroom/states/nebraska/ne.htm
2018,NV,190.7,6393,/nchs/pressroom/states/nevada/nv.htm
2018,NH,151,2786,/nchs/pressroom/states/newhampshire/nh.htm
2018,NJ,163,19047,/nchs/pressroom/states/newjersey/nj.htm
2018,NM,148.2,3935,/nchs/pressroom/states/newmexico/nm.htm
2018,NY,171.9,44499,/nchs/pressroom/states/newyork/ny.htm
2018,NC,155.5,19222,/nchs/pressroom/states/northcarolina/nc.htm
2018,ND,140,1361,/nchs/pressroom/states/northdakota/nd.htm
2018,OH,191.1,29220,/nchs/pressroom/states/ohio/oh.htm
2018,OK,228.5,10634,/nchs/pressroom/states/oklahoma/ok.htm
2018,OR,128.4,6820,/nchs/pressroom/states/oregon/or.htm
2018,PA,176.1,32768,/nchs/pressroom/states/pennsylvania/pa.htm
2018,RI,158.9,2411,/nchs/pressroom/states/rhodeisland/ri.htm
2018,SC,167,10464,/nchs/pressroom/states/southcarolina/sc.htm
2018,SD,156.3,1796,/nchs/pressroom/states/southdakota/sd.htm
2018,TN,202.4,16417,/nchs/pressroom/states/tennessee/tn.htm
2018,TX,170,46763,/nchs/pressroom/states/texas/tx.htm
2018,UT,146.4,3749,/nchs/pressroom/states/utah/ut.htm
2018,VT,150.5,1338,/nchs/pressroom/states/vermont/vt.htm
2018,VA,147.9,14600,/nchs/pressroom/states/virginia/va.htm
2018,WA,135.4,11655,/nchs/pressroom/states/washington/wa.htm
2018,WV,196.4,5007,/nchs/pressroom/states/westvirginia/wv.htm
2018,WI,157.8,12061,/nchs/pressroom/states/wisconsin/wi.htm
2018,WY,152.7,1054,/nchs/pressroom/states/wyoming/wy.htm
2017,AL,223.2,13110,/nchs/pressroom/states/alabama/al.htm
2017,AK,135,814,/nchs/pressroom/states/alaska/ak.htm
2017,AZ,141.9,12398,/nchs/pressroom/states/arizona/az.htm
2017,AR,223.8,8270,/nchs/pressroom/states/arkansas/ar.htm
2017,CA,142.9,62797,/nchs/pressroom/states/california/ca.htm
2017,CO,122.7,7060,/nchs/pressroom/states/colorado/co.htm
2017,CT,141.6,7138,/nchs/pressroom/states/connecticut/ct.htm
2017,DE,158.4,1990,/nchs/pressroom/states/delaware/de.htm
2017,FL,145.8,46440,/nchs/pressroom/states/florida/fl.htm
2017,GA,175.8,18389,/nchs/pressroom/states/georgia/ga.htm
2017,HI,129.8,2575,/nchs/pressroom/states/hawaii/hi.htm
2017,ID,162.4,3084,/nchs/pressroom/states/idaho/id.htm
2017,IL,163.3,25394,/nchs/pressroom/states/illinois/il.htm
2017,IN,183.2,14445,/nchs/pressroom/states/indiana/in.htm
2017,IA,167.4,7180,/nchs/pressroom/states/iowa/ia.htm
2017,KS,157.9,5723,/nchs/pressroom/states/kansas/ks.htm
2017,KY,195.9,10343,/nchs/pressroom/states/kentucky/ky.htm
2017,LA,214.4,11260,/nchs/pressroom/states/louisiana/la.htm
2017,ME,143.5,2844,/nchs/pressroom/states/maine/me.htm
2017,MD,164.5,11653,/nchs/pressroom/states/maryland/md.htm
2017,MA,134.6,12140,/nchs/pressroom/states/massachusetts/ma.htm
2017,MI,196.1,25187,/nchs/pressroom/states/michigan/mi.htm
2017,MN,119.1,8230,/nchs/pressroom/states/minnesota/mn.htm
2017,MS,231.6,7944,/nchs/pressroom/states/mississippi/ms.htm
2017,MO,191.1,14820,/nchs/pressroom/states/missouri/mo.htm
2017,MT,155,2164,/nchs/pressroom/states/montana/mt.htm
2017,NE,149.3,3581,/nchs/pressroom/states/nebraska/ne.htm
2017,NV,199.3,6417,/nchs/pressroom/states/nevada/nv.htm
2017,NH,149.7,2721,/nchs/pressroom/states/newhampshire/nh.htm
2017,NJ,162.3,18840,/nchs/pressroom/states/newjersey/nj.htm
2017,NM,151.4,3896,/nchs/pressroom/states/newmexico/nm.htm
2017,NY,171.2,44092,/nchs/pressroom/states/newyork/ny.htm
2017,NC,156.5,18808,/nchs/pressroom/states/northcarolina/nc.htm
2017,ND,137.8,1326,/nchs/pressroom/states/northdakota/nd.htm
2017,OH,186.2,28008,/nchs/pressroom/states/ohio/oh.htm
2017,OK,237.2,10772,/nchs/pressroom/states/oklahoma/ok.htm
2017,OR,134,6942,/nchs/pressroom/states/oregon/or.htm
2017,PA,176,32312,/nchs/pressroom/states/pennsylvania/pa.htm
2017,RI,155.7,2339,/nchs/pressroom/states/rhodeisland/ri.htm
2017,SC,172,10418,/nchs/pressroom/states/southcarolina/sc.htm
2017,SD,150.1,1710,/nchs/pressroom/states/southdakota/sd.htm
2017,TN,202.2,16019,/nchs/pressroom/states/tennessee/tn.htm
2017,TX,169.2,45346,/nchs/pressroom/states/texas/tx.htm
2017,UT,150.2,3749,/nchs/pressroom/states/utah/ut.htm
2017,VT,152.5,1332,/nchs/pressroom/states/vermont/vt.htm
2017,VA,154.5,14861,/nchs/pressroom/states/virginia/va.htm
2017,WA,138.8,11582,/nchs/pressroom/states/washington/wa.htm
2017,WV,192,4849,/nchs/pressroom/states/westvirginia/wv.htm
2017,WI,157.6,11860,/nchs/pressroom/states/wisconsin/wi.htm
2017,WY,148.9,1001,/nchs/pressroom/states/wyoming/wy.htm
2016,AL,222.5,12832,/nchs/pressroom/states/alabama/al.htm
2016,AK,141,831,/nchs/pressroom/states/alaska/ak.htm
2016,AZ,138.9,11957,/nchs/pressroom/states/arizona/az.htm
2016,AR,223.7,8090,/nchs/pressroom/states/arkansas/ar.htm
2016,CA,143.1,61573,/nchs/pressroom/states/california/ca.htm
2016,CO,129.8,7277,/nchs/pressroom/states/colorado/co.htm
2016,CT,144.3,7051,/nchs/pressroom/states/connecticut/ct.htm
2016,DE,163.2,1974,/nchs/pressroom/states/delaware/de.htm
2016,FL,146.2,45659,/nchs/pressroom/states/florida/fl.htm
2016,GA,179,18143,/nchs/pressroom/states/georgia/ga.htm
2016,HI,127,2488,/nchs/pressroom/states/hawaii/hi.htm
2016,ID,160,2969,/nchs/pressroom/states/idaho/id.htm
2016,IL,165.7,25013,/nchs/pressroom/states/illinois/il.htm
2016,IN,180.6,13952,/nchs/pressroom/states/indiana/in.htm
2016,IA,162.8,6937,/nchs/pressroom/states/iowa/ia.htm
2016,KS,159.2,5672,/nchs/pressroom/states/kansas/ks.htm
2016,KY,203,10519,/nchs/pressroom/states/kentucky/ky.htm
2016,LA,213.1,10943,/nchs/pressroom/states/louisiana/la.htm
2016,ME,149.5,2907,/nchs/pressroom/states/maine/me.htm
2016,MD,164.3,11390,/nchs/pressroom/states/maryland/md.htm
2016,MA,134.8,11921,/nchs/pressroom/states/massachusetts/ma.htm
2016,MI,200.6,25304,/nchs/pressroom/states/michigan/mi.htm
2016,MN,114.9,7825,/nchs/pressroom/states/minnesota/mn.htm
2016,MS,233.1,7865,/nchs/pressroom/states/mississippi/ms.htm
2016,MO,192.1,14579,/nchs/pressroom/states/missouri/mo.htm
2016,MT,154.4,2138,/nchs/pressroom/states/montana/mt.htm
2016,NE,140.3,3322,/nchs/pressroom/states/nebraska/ne.htm
2016,NV,205.9,6457,/nchs/pressroom/states/nevada/nv.htm
2016,NH,151.1,2631,/nchs/pressroom/states/newhampshire/nh.htm
2016,NJ,164.7,18597,/nchs/pressroom/states/newjersey/nj.htm
2016,NM,150.6,3800,/nchs/pressroom/states/newmexico/nm.htm
2016,NY,177.8,44076,/nchs/pressroom/states/newyork/ny.htm
2016,NC,155.8,18266,/nchs/pressroom/states/northcarolina/nc.htm
2016,ND,140.9,1338,/nchs/pressroom/states/northdakota/nd.htm
2016,OH,185.1,27410,/nchs/pressroom/states/ohio/oh.htm
2016,OK,228.2,10209,/nchs/pressroom/states/oklahoma/ok.htm
2016,OR,135,6968,/nchs/pressroom/states/oregon/or.htm
2016,PA,176.2,31990,/nchs/pressroom/states/pennsylvania/pa.htm
2016,RI,152.4,2256,/nchs/pressroom/states/rhodeisland/ri.htm
2016,SC,173.8,10195,/nchs/pressroom/states/southcarolina/sc.htm
2016,SD,153.4,1729,/nchs/pressroom/states/southdakota/sd.htm
2016,TN,198.8,15429,/nchs/pressroom/states/tennessee/tn.htm
2016,TX,167.7,43772,/nchs/pressroom/states/texas/tx.htm
2016,UT,150,3636,/nchs/pressroom/states/utah/ut.htm
2016,VT,158.8,1366,/nchs/pressroom/states/vermont/vt.htm
